"","genus","family","order","richness"
"Archiatriplex","Archiatriplex","Amaranthaceae","Caryophyllales",1
"Arthraerua","Arthraerua","Amaranthaceae","Caryophyllales",1
"Arthrocnemum","Arthrocnemum","Amaranthaceae","Caryophyllales",3
"Arthrophytum","Arthrophytum","Amaranthaceae","Caryophyllales",8
"Atriplex","Atriplex","Amaranthaceae","Caryophyllales",254
"Axyris","Axyris","Amaranthaceae","Caryophyllales",6
"Baolia","Baolia","Amaranthaceae","Caryophyllales",1
"Bassia","Bassia","Amaranthaceae","Caryophyllales",25
"Beta","Beta","Amaranthaceae","Caryophyllales",12
"Bienertia","Bienertia","Amaranthaceae","Caryophyllales",3
"Blutaparon","Blutaparon","Amaranthaceae","Caryophyllales",4
"Borsczowia","Borsczowia","Amaranthaceae","Caryophyllales",1
"Bosea","Bosea","Amaranthaceae","Caryophyllales",3
"Calicorema","Calicorema","Amaranthaceae","Caryophyllales",2
"Camphorosma","Camphorosma","Amaranthaceae","Caryophyllales",6
"Celosia","Celosia","Amaranthaceae","Caryophyllales",51
"Centema","Centema","Amaranthaceae","Caryophyllales",2
"Centemopsis","Centemopsis","Amaranthaceae","Caryophyllales",13
"Centrostachys","Centrostachys","Amaranthaceae","Caryophyllales",1
"Ceratocarpus","Ceratocarpus","Amaranthaceae","Caryophyllales",1
"Ceratoides","Ceratoides","Amaranthaceae","Caryophyllales",1
"Chamissoa","Chamissoa","Amaranthaceae","Caryophyllales",2
"Charpentiera","Charpentiera","Amaranthaceae","Caryophyllales",6
"Chenopodium","Chenopodium","Amaranthaceae","Caryophyllales",159
"Chionothrix","Chionothrix","Amaranthaceae","Caryophyllales",2
"Choriptera","Choriptera","Amaranthaceae","Caryophyllales",1
"Climacoptera","Climacoptera","Amaranthaceae","Caryophyllales",44
"Corispermum","Corispermum","Amaranthaceae","Caryophyllales",68
"Cornulaca","Cornulaca","Amaranthaceae","Caryophyllales",7
"Cremnophyton","Cremnophyton","Amaranthaceae","Caryophyllales",1
"Cyathobasis","Cyathobasis","Amaranthaceae","Caryophyllales",1
"Cyathula","Cyathula","Amaranthaceae","Caryophyllales",28
"Cycloloma","Cycloloma","Amaranthaceae","Caryophyllales",1
"Cyphocarpa","Cyphocarpa","Amaranthaceae","Caryophyllales",1
"Dasysphaera","Dasysphaera","Amaranthaceae","Caryophyllales",4
"Deeringia","Deeringia","Amaranthaceae","Caryophyllales",11
"Dicraurus","Dicraurus","Amaranthaceae","Caryophyllales",1
"Didymanthus","Didymanthus","Amaranthaceae","Caryophyllales",1
"Digera","Digera","Amaranthaceae","Caryophyllales",1
"Dissocarpus","Dissocarpus","Amaranthaceae","Caryophyllales",4
"Dondia","Dondia","Amaranthaceae","Caryophyllales",1
"Dysphania","Dysphania","Amaranthaceae","Caryophyllales",24
"Einadia","Einadia","Amaranthaceae","Caryophyllales",6
"Enchylaena","Enchylaena","Amaranthaceae","Caryophyllales",2
"Eremophea","Eremophea","Amaranthaceae","Caryophyllales",2
"Eriostylos","Eriostylos","Amaranthaceae","Caryophyllales",1
"Exomis","Exomis","Amaranthaceae","Caryophyllales",1
"Fadenia","Fadenia","Amaranthaceae","Caryophyllales",1
"Froelichia","Froelichia","Amaranthaceae","Caryophyllales",15
"Froelichiella","Froelichiella","Amaranthaceae","Caryophyllales",1
"Gamanthus","Gamanthus","Amaranthaceae","Caryophyllales",5
"Girgensohnia","Girgensohnia","Amaranthaceae","Caryophyllales",5
"Gomphrena","Gomphrena","Amaranthaceae","Caryophyllales",138
"Grayia","Grayia","Amaranthaceae","Caryophyllales",1
"Guilleminea","Guilleminea","Amaranthaceae","Caryophyllales",8
"Gyroptera","Gyroptera","Amaranthaceae","Caryophyllales",3
"Halanthium","Halanthium","Amaranthaceae","Caryophyllales",1
"Halarchon","Halarchon","Amaranthaceae","Caryophyllales",1
"Halimocnemis","Halimocnemis","Amaranthaceae","Caryophyllales",6
"Halocharis","Halocharis","Amaranthaceae","Caryophyllales",2
"Halocnemum","Halocnemum","Amaranthaceae","Caryophyllales",1
"Halogeton","Halogeton","Amaranthaceae","Caryophyllales",4
"Halopeplis","Halopeplis","Amaranthaceae","Caryophyllales",3
"Halosarcia","Halosarcia","Amaranthaceae","Caryophyllales",6
"Halostachys","Halostachys","Amaranthaceae","Caryophyllales",1
"Halothamnus","Halothamnus","Amaranthaceae","Caryophyllales",6
"Halotis","Halotis","Amaranthaceae","Caryophyllales",1
"Haloxylon","Haloxylon","Amaranthaceae","Caryophyllales",7
"Hammada","Hammada","Amaranthaceae","Caryophyllales",4
"Hebanthe","Hebanthe","Amaranthaceae","Caryophyllales",4
"Herbstia","Herbstia","Amaranthaceae","Caryophyllales",1
"Hermbstaedtia","Hermbstaedtia","Amaranthaceae","Caryophyllales",11
"Heterostachys","Heterostachys","Amaranthaceae","Caryophyllales",2
"Holmbergia","Holmbergia","Amaranthaceae","Caryophyllales",1
"Horaninovia","Horaninovia","Amaranthaceae","Caryophyllales",2
"Iljinia","Iljinia","Amaranthaceae","Caryophyllales",1
"Irenella","Irenella","Amaranthaceae","Caryophyllales",1
"Iresine","Iresine","Amaranthaceae","Caryophyllales",35
"Isgarum","Isgarum","Amaranthaceae","Caryophyllales",1
"Kalidium","Kalidium","Amaranthaceae","Caryophyllales",6
"Kirilowia","Kirilowia","Amaranthaceae","Caryophyllales",1
"Kochia","Kochia","Amaranthaceae","Caryophyllales",11
"Krascheninnikovia","Krascheninnikovia","Amaranthaceae","Caryophyllales",8
"Kyphocarpa","Kyphocarpa","Amaranthaceae","Caryophyllales",3
"Lagenantha","Lagenantha","Amaranthaceae","Caryophyllales",1
"Lecanocarpus","Lecanocarpus","Amaranthaceae","Caryophyllales",1
"Lecosia","Lecosia","Amaranthaceae","Caryophyllales",2
"Leucosphaera","Leucosphaera","Amaranthaceae","Caryophyllales",1
"Maireana","Maireana","Amaranthaceae","Caryophyllales",47
"Malacocera","Malacocera","Amaranthaceae","Caryophyllales",2
"Manochlamys","Manochlamys","Amaranthaceae","Caryophyllales",1
"Marcelliopsis","Marcelliopsis","Amaranthaceae","Caryophyllales",3
"Mechowia","Mechowia","Amaranthaceae","Caryophyllales",1
"Microcnemum","Microcnemum","Amaranthaceae","Caryophyllales",1
"Microgynoecium","Microgynoecium","Amaranthaceae","Caryophyllales",1
"Micromonolepis","Micromonolepis","Amaranthaceae","Caryophyllales",1
"Monolepis","Monolepis","Amaranthaceae","Caryophyllales",1
"Nanophyton","Nanophyton","Amaranthaceae","Caryophyllales",1
"Nelsia","Nelsia","Amaranthaceae","Caryophyllales",3
"Neobassia","Neobassia","Amaranthaceae","Caryophyllales",2
"Nitrophila","Nitrophila","Amaranthaceae","Caryophyllales",2
"Noaea","Noaea","Amaranthaceae","Caryophyllales",1
"Nothosaerva","Nothosaerva","Amaranthaceae","Caryophyllales",1
"Ofaiston","Ofaiston","Amaranthaceae","Caryophyllales",1
"Osteocarpum","Osteocarpum","Amaranthaceae","Caryophyllales",5
"Pachycornia","Pachycornia","Amaranthaceae","Caryophyllales",2
"Panderia","Panderia","Amaranthaceae","Caryophyllales",1
"Pandiaka","Pandiaka","Amaranthaceae","Caryophyllales",8
"Pedersenia","Pedersenia","Amaranthaceae","Caryophyllales",2
"Petrosimonia","Petrosimonia","Amaranthaceae","Caryophyllales",9
"Pfaffia","Pfaffia","Amaranthaceae","Caryophyllales",18
"Philoxerus","Philoxerus","Amaranthaceae","Caryophyllales",1
"Physandra","Physandra","Amaranthaceae","Caryophyllales",1
"Pleuropetalum","Pleuropetalum","Amaranthaceae","Caryophyllales",3
"Polycnemum","Polycnemum","Amaranthaceae","Caryophyllales",4
"Pseudoplantago","Pseudoplantago","Amaranthaceae","Caryophyllales",2
"Pseudosericocoma","Pseudosericocoma","Amaranthaceae","Caryophyllales",1
"Psilotrichopsis","Psilotrichopsis","Amaranthaceae","Caryophyllales",1
"Psilotrichum","Psilotrichum","Amaranthaceae","Caryophyllales",5
"Ptilotus","Ptilotus","Amaranthaceae","Caryophyllales",12
"Pupalia","Pupalia","Amaranthaceae","Caryophyllales",2
"Quaternella","Quaternella","Amaranthaceae","Caryophyllales",1
"Rhagodia","Rhagodia","Amaranthaceae","Caryophyllales",6
"Salicornia","Salicornia","Amaranthaceae","Caryophyllales",12
"Salsola","Salsola","Amaranthaceae","Caryophyllales",90
"Sarcocornia","Sarcocornia","Amaranthaceae","Caryophyllales",8
"Schanginia","Schanginia","Amaranthaceae","Caryophyllales",2
"Scleroblitum","Scleroblitum","Amaranthaceae","Caryophyllales",1
"Sclerochlamys","Sclerochlamys","Amaranthaceae","Caryophyllales",1
"Sclerolaena","Sclerolaena","Amaranthaceae","Caryophyllales",56
"Sclerostegia","Sclerostegia","Amaranthaceae","Caryophyllales",2
"Seidlitzia","Seidlitzia","Amaranthaceae","Caryophyllales",1
"Sericocoma","Sericocoma","Amaranthaceae","Caryophyllales",3
"Sericorema","Sericorema","Amaranthaceae","Caryophyllales",2
"Sericostachys","Sericostachys","Amaranthaceae","Caryophyllales",1
"Sevada","Sevada","Amaranthaceae","Caryophyllales",1
"Spinacia","Spinacia","Amaranthaceae","Caryophyllales",1
"Stelligera","Stelligera","Amaranthaceae","Caryophyllales",1
"Stilbanthus","Stilbanthus","Amaranthaceae","Caryophyllales",1
"Suaeda","Suaeda","Amaranthaceae","Caryophyllales",52
"Suckleya","Suckleya","Amaranthaceae","Caryophyllales",1
"Sympegma","Sympegma","Amaranthaceae","Caryophyllales",1
"Tecticornia","Tecticornia","Amaranthaceae","Caryophyllales",2
"Threlkeldia","Threlkeldia","Amaranthaceae","Caryophyllales",2
"Tidestromia","Tidestromia","Amaranthaceae","Caryophyllales",6
"Traganum","Traganum","Amaranthaceae","Caryophyllales",1
"Trichuriella","Trichuriella","Amaranthaceae","Caryophyllales",1
"Zuckia","Zuckia","Amaranthaceae","Caryophyllales",1
"Acis","Acis","Amaryllidaceae","Asparagales",9
"Agapanthus","Agapanthus","Amaryllidaceae","Asparagales",7
"Allium","Allium","Amaryllidaceae","Asparagales",887
"Amaryllis","Amaryllis","Amaryllidaceae","Asparagales",4
"Ammocharis","Ammocharis","Amaryllidaceae","Asparagales",6
"Apodolirion","Apodolirion","Amaryllidaceae","Asparagales",6
"Boophane","Boophane","Amaryllidaceae","Asparagales",2
"Boophone","Boophone","Amaryllidaceae","Asparagales",2
"Brunsvigia","Brunsvigia","Amaryllidaceae","Asparagales",19
"Calicharis","Calicharis","Amaryllidaceae","Asparagales",1
"Caliphruria","Caliphruria","Amaryllidaceae","Asparagales",4
"Calostemma","Calostemma","Amaryllidaceae","Asparagales",3
"Castellanoa","Castellanoa","Amaryllidaceae","Asparagales",2
"Cearanthes","Cearanthes","Amaryllidaceae","Asparagales",1
"Chlidanthus","Chlidanthus","Amaryllidaceae","Asparagales",4
"Clinanthus","Clinanthus","Amaryllidaceae","Asparagales",22
"Clivia","Clivia","Amaryllidaceae","Asparagales",7
"Crinum","Crinum","Amaryllidaceae","Asparagales",104
"Crossyne","Crossyne","Amaryllidaceae","Asparagales",2
"Cryptostephanus","Cryptostephanus","Amaryllidaceae","Asparagales",3
"Cyrtanthus","Cyrtanthus","Amaryllidaceae","Asparagales",56
"Diphalangium","Diphalangium","Amaryllidaceae","Asparagales",1
"Eithea","Eithea","Amaryllidaceae","Asparagales",1
"Eucrosia","Eucrosia","Amaryllidaceae","Asparagales",8
"Eustephia","Eustephia","Amaryllidaceae","Asparagales",6
"Galanthus","Galanthus","Amaryllidaceae","Asparagales",21
"Gemmaria","Gemmaria","Amaryllidaceae","Asparagales",6
"Gethyllis","Gethyllis","Amaryllidaceae","Asparagales",30
"Gilliesia","Gilliesia","Amaryllidaceae","Asparagales",7
"Griffinia","Griffinia","Amaryllidaceae","Asparagales",21
"Habranthus","Habranthus","Amaryllidaceae","Asparagales",74
"Haemanthus","Haemanthus","Amaryllidaceae","Asparagales",22
"Hannonia","Hannonia","Amaryllidaceae","Asparagales",1
"Hieronymiella","Hieronymiella","Amaryllidaceae","Asparagales",8
"Hippeastrum","Hippeastrum","Amaryllidaceae","Asparagales",91
"Hymenocallis","Hymenocallis","Amaryllidaceae","Asparagales",63
"Ismene","Ismene","Amaryllidaceae","Asparagales",11
"Jaimehintonia","Jaimehintonia","Amaryllidaceae","Asparagales",1
"Leptochiton","Leptochiton","Amaryllidaceae","Asparagales",2
"Leucocoryne","Leucocoryne","Amaryllidaceae","Asparagales",48
"Leucojum","Leucojum","Amaryllidaceae","Asparagales",2
"Lycoris","Lycoris","Amaryllidaceae","Asparagales",23
"Mathieua","Mathieua","Amaryllidaceae","Asparagales",1
"Miersia","Miersia","Amaryllidaceae","Asparagales",5
"Myobranthus","Myobranthus","Amaryllidaceae","Asparagales",1
"Namaquanula","Namaquanula","Amaryllidaceae","Asparagales",2
"Narcissus","Narcissus","Amaryllidaceae","Asparagales",108
"Nerine","Nerine","Amaryllidaceae","Asparagales",26
"Nothoscordum","Nothoscordum","Amaryllidaceae","Asparagales",88
"Pamianthe","Pamianthe","Amaryllidaceae","Asparagales",3
"Pancratium","Pancratium","Amaryllidaceae","Asparagales",21
"Paramongaia","Paramongaia","Amaryllidaceae","Asparagales",2
"Phaedranassa","Phaedranassa","Amaryllidaceae","Asparagales",9
"Phycella","Phycella","Amaryllidaceae","Asparagales",5
"Placea","Placea","Amaryllidaceae","Asparagales",6
"Plagiolirion","Plagiolirion","Amaryllidaceae","Asparagales",1
"Proiphys","Proiphys","Amaryllidaceae","Asparagales",4
"Prototulbaghia","Prototulbaghia","Amaryllidaceae","Asparagales",1
"Pyrolirion","Pyrolirion","Amaryllidaceae","Asparagales",6
"Rauhia","Rauhia","Amaryllidaceae","Asparagales",4
"Rhodophiala","Rhodophiala","Amaryllidaceae","Asparagales",28
"Scadoxus","Scadoxus","Amaryllidaceae","Asparagales",9
"Solaria","Solaria","Amaryllidaceae","Asparagales",6
"Speea","Speea","Amaryllidaceae","Asparagales",2
"Sprekelia","Sprekelia","Amaryllidaceae","Asparagales",2
"Stenomesson","Stenomesson","Amaryllidaceae","Asparagales",17
"Sternbergia","Sternbergia","Amaryllidaceae","Asparagales",8
"Strumaria","Strumaria","Amaryllidaceae","Asparagales",27
"Tocantinia","Tocantinia","Amaryllidaceae","Asparagales",1
"Traubia","Traubia","Amaryllidaceae","Asparagales",1
"Trichlora","Trichlora","Amaryllidaceae","Asparagales",4
"Tristagma","Tristagma","Amaryllidaceae","Asparagales",30
"Tulbaghia","Tulbaghia","Amaryllidaceae","Asparagales",26
"Ungernia","Ungernia","Amaryllidaceae","Asparagales",10
"Urceocharis","Urceocharis","Amaryllidaceae","Asparagales",1
"Urceolina","Urceolina","Amaryllidaceae","Asparagales",7
"Vagaria","Vagaria","Amaryllidaceae","Asparagales",2
"Worsleya","Worsleya","Amaryllidaceae","Asparagales",1
"Zephyranthes","Zephyranthes","Amaryllidaceae","Asparagales",91
"Amborella","Amborella","Amborellaceae","Amborellales",1
"Abrahamia","Abrahamia","Anacardiaceae","Sapindales",15
"Actinocheita","Actinocheita","Anacardiaceae","Sapindales",1
"Amphipterygium","Amphipterygium","Anacardiaceae","Sapindales",5
"Anacardium","Anacardium","Anacardiaceae","Sapindales",20
"Androtium","Androtium","Anacardiaceae","Sapindales",1
"Antrocaryon","Antrocaryon","Anacardiaceae","Sapindales",4
"Astronium","Astronium","Anacardiaceae","Sapindales",13
"Attilaea","Attilaea","Anacardiaceae","Sapindales",1
"Blepharocarya","Blepharocarya","Anacardiaceae","Sapindales",2
"Bonetiella","Bonetiella","Anacardiaceae","Sapindales",1
"Bouea","Bouea","Anacardiaceae","Sapindales",3
"Buchanania","Buchanania","Anacardiaceae","Sapindales",27
"Campnosperma","Campnosperma","Anacardiaceae","Sapindales",14
"Campylopetalum","Campylopetalum","Anacardiaceae","Sapindales",1
"Cardenasiodendron","Cardenasiodendron","Anacardiaceae","Sapindales",1
"Choerospondias","Choerospondias","Anacardiaceae","Sapindales",1
"Comocladia","Comocladia","Anacardiaceae","Sapindales",26
"Cotinus","Cotinus","Anacardiaceae","Sapindales",7
"Cyrtocarpa","Cyrtocarpa","Anacardiaceae","Sapindales",5
"Dobinea","Dobinea","Anacardiaceae","Sapindales",2
"Dracontomelon","Dracontomelon","Anacardiaceae","Sapindales",9
"Drimycarpus","Drimycarpus","Anacardiaceae","Sapindales",4
"Euleria","Euleria","Anacardiaceae","Sapindales",1
"Euroschinus","Euroschinus","Anacardiaceae","Sapindales",9
"Faguetia","Faguetia","Anacardiaceae","Sapindales",1
"Fegimanra","Fegimanra","Anacardiaceae","Sapindales",3
"Gluta","Gluta","Anacardiaceae","Sapindales",34
"Haematostaphis","Haematostaphis","Anacardiaceae","Sapindales",1
"Haplorhus","Haplorhus","Anacardiaceae","Sapindales",1
"Heeria","Heeria","Anacardiaceae","Sapindales",1
"Holigarna","Holigarna","Anacardiaceae","Sapindales",7
"Lannea","Lannea","Anacardiaceae","Sapindales",18
"Laurophyllus","Laurophyllus","Anacardiaceae","Sapindales",1
"Lithraea","Lithraea","Anacardiaceae","Sapindales",3
"Loxopterygium","Loxopterygium","Anacardiaceae","Sapindales",3
"Malosma","Malosma","Anacardiaceae","Sapindales",1
"Mangifera","Mangifera","Anacardiaceae","Sapindales",8
"Mauria","Mauria","Anacardiaceae","Sapindales",12
"Metopium","Metopium","Anacardiaceae","Sapindales",3
"Micronychia","Micronychia","Anacardiaceae","Sapindales",1
"Mosquitoxylum","Mosquitoxylum","Anacardiaceae","Sapindales",1
"Myracrodruon","Myracrodruon","Anacardiaceae","Sapindales",1
"Nothopegia","Nothopegia","Anacardiaceae","Sapindales",1
"Ochoterenaea","Ochoterenaea","Anacardiaceae","Sapindales",2
"Operculicarya","Operculicarya","Anacardiaceae","Sapindales",1
"Orthopterygium","Orthopterygium","Anacardiaceae","Sapindales",1
"Ozoroa","Ozoroa","Anacardiaceae","Sapindales",28
"Pachycormus","Pachycormus","Anacardiaceae","Sapindales",1
"Pegia","Pegia","Anacardiaceae","Sapindales",2
"Pistacia","Pistacia","Anacardiaceae","Sapindales",9
"Pleiogynium","Pleiogynium","Anacardiaceae","Sapindales",2
"Poupartia","Poupartia","Anacardiaceae","Sapindales",3
"Protorhus","Protorhus","Anacardiaceae","Sapindales",1
"Pseudosmodingium","Pseudosmodingium","Anacardiaceae","Sapindales",7
"Pseudospondias","Pseudospondias","Anacardiaceae","Sapindales",2
"Rhodosphaera","Rhodosphaera","Anacardiaceae","Sapindales",1
"Rhoeidium","Rhoeidium","Anacardiaceae","Sapindales",2
"Rhus","Rhus","Anacardiaceae","Sapindales",91
"Schinopsis","Schinopsis","Anacardiaceae","Sapindales",8
"Schinus","Schinus","Anacardiaceae","Sapindales",29
"Schmaltzia","Schmaltzia","Anacardiaceae","Sapindales",13
"Sclerocarya","Sclerocarya","Anacardiaceae","Sapindales",1
"Searsia","Searsia","Anacardiaceae","Sapindales",4
"Semecarpus","Semecarpus","Anacardiaceae","Sapindales",5
"Sorindeia","Sorindeia","Anacardiaceae","Sapindales",9
"Spondias","Spondias","Anacardiaceae","Sapindales",7
"Styphonia","Styphonia","Anacardiaceae","Sapindales",1
"Tapirira","Tapirira","Anacardiaceae","Sapindales",5
"Terminthia","Terminthia","Anacardiaceae","Sapindales",1
"Thyrsodium","Thyrsodium","Anacardiaceae","Sapindales",2
"Toxicodendron","Toxicodendron","Anacardiaceae","Sapindales",28
"Trichoscypha","Trichoscypha","Anacardiaceae","Sapindales",8
"Anarthria","Anarthria","Anarthriaceae","Poales",6
"Hopkinsia","Hopkinsia","Anarthriaceae","Poales",2
"Lyginia","Lyginia","Anarthriaceae","Poales",3
"Ancistrocladus","Ancistrocladus","Ancistrocladaceae","Caryophyllales",20
"Anisophyllea","Anisophyllea","Anisophylleaceae","Cucurbitales",36
"Combretocarpus","Combretocarpus","Anisophylleaceae","Cucurbitales",1
"Afroguatteria","Afroguatteria","Annonaceae","Magnoliales",2
"Alphonsea","Alphonsea","Annonaceae","Magnoliales",38
"Ambavia","Ambavia","Annonaceae","Magnoliales",2
"Anaxagorea","Anaxagorea","Annonaceae","Magnoliales",27
"Ancana","Ancana","Annonaceae","Magnoliales",2
"Annickia","Annickia","Annonaceae","Magnoliales",11
"Annona","Annona","Annonaceae","Magnoliales",166
"Anomianthus","Anomianthus","Annonaceae","Magnoliales",1
"Anonidium","Anonidium","Annonaceae","Magnoliales",4
"Artabotrys","Artabotrys","Annonaceae","Magnoliales",100
"Asimina","Asimina","Annonaceae","Magnoliales",10
"Asteranthe","Asteranthe","Annonaceae","Magnoliales",2
"Balonga","Balonga","Annonaceae","Magnoliales",1
"Bocagea","Bocagea","Annonaceae","Magnoliales",2
"Bocageopsis","Bocageopsis","Annonaceae","Magnoliales",4
"Boutiquea","Boutiquea","Annonaceae","Magnoliales",1
"Cananga","Cananga","Annonaceae","Magnoliales",3
"Cardiopetalum","Cardiopetalum","Annonaceae","Magnoliales",3
"Chieniodendron","Chieniodendron","Annonaceae","Magnoliales",1
"Cleistochlamys","Cleistochlamys","Annonaceae","Magnoliales",1
"Cleistopetalum","Cleistopetalum","Annonaceae","Magnoliales",2
"Cleistopholis","Cleistopholis","Annonaceae","Magnoliales",3
"Craibella","Craibella","Annonaceae","Magnoliales",1
"Cremastosperma","Cremastosperma","Annonaceae","Magnoliales",31
"Cyathocalyx","Cyathocalyx","Annonaceae","Magnoliales",41
"Cyathostemma","Cyathostemma","Annonaceae","Magnoliales",12
"Cymbopetalum","Cymbopetalum","Annonaceae","Magnoliales",27
"Dasoclema","Dasoclema","Annonaceae","Magnoliales",1
"Dasymaschalon","Dasymaschalon","Annonaceae","Magnoliales",19
"Deeringothamnus","Deeringothamnus","Annonaceae","Magnoliales",1
"Dendrokingstonia","Dendrokingstonia","Annonaceae","Magnoliales",1
"Dennettia","Dennettia","Annonaceae","Magnoliales",1
"Desmopsis","Desmopsis","Annonaceae","Magnoliales",17
"Desmos","Desmos","Annonaceae","Magnoliales",34
"Diclinanona","Diclinanona","Annonaceae","Magnoliales",3
"Dielsiothamnus","Dielsiothamnus","Annonaceae","Magnoliales",1
"Disepalum","Disepalum","Annonaceae","Magnoliales",9
"Drepananthus","Drepananthus","Annonaceae","Magnoliales",1
"Duckeanthus","Duckeanthus","Annonaceae","Magnoliales",1
"Duguetia","Duguetia","Annonaceae","Magnoliales",93
"Ellipeia","Ellipeia","Annonaceae","Magnoliales",6
"Ellipeiopsis","Ellipeiopsis","Annonaceae","Magnoliales",2
"Enicosanthum","Enicosanthum","Annonaceae","Magnoliales",19
